"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","44","","","","","","GET_modified_post",""
"failed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","55","","","","","","PATCH_post",""
"passed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","51","","","","","","auth",""
"passed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","43","","","","","","create_booking_post",""
"passed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","45","","","","","","DELETE_post",""
"passed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","46","","","","","","PUT_post",""
"failed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","45","","","","","","PATCH_post_failed",""
"passed","Mon Jul 29 13:10:12 GMT 2024","Mon Jul 29 13:10:12 GMT 2024","204","","","","","","/ping",""
