"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 29 14:26:53 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","41","","","","","","create_booking_post",""
"passed","Mon Jul 29 14:26:53 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","43","","","","","","PUT_post",""
"failed","Mon Jul 29 14:26:53 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","43","","","","","","PATCH_post_failed",""
"passed","Mon Jul 29 14:26:52 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","204","","","","","","/ping",""
"passed","Mon Jul 29 14:26:53 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","49","","","","","","auth",""
"failed","Mon Jul 29 14:26:53 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","47","","","","","","PATCH_post",""
"passed","Mon Jul 29 14:26:53 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","40","","","","","","GET_modified_post",""
"passed","Mon Jul 29 14:26:53 GMT 2024","Mon Jul 29 14:26:53 GMT 2024","40","","","","","","DELETE_post",""
