"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 29 14:12:35 GMT 2024","Mon Jul 29 14:12:35 GMT 2024","29","","","","","","auth",""
"passed","Mon Jul 29 14:12:36 GMT 2024","Mon Jul 29 14:12:36 GMT 2024","21","","","","","","GET_modified_post",""
"failed","Mon Jul 29 14:12:36 GMT 2024","Mon Jul 29 14:12:36 GMT 2024","27","","","","","","PATCH_post",""
"passed","Mon Jul 29 14:12:36 GMT 2024","Mon Jul 29 14:12:36 GMT 2024","22","","","","","","PUT_post",""
"passed","Mon Jul 29 14:12:35 GMT 2024","Mon Jul 29 14:12:36 GMT 2024","25","","","","","","create_booking_post",""
"passed","Mon Jul 29 14:12:35 GMT 2024","Mon Jul 29 14:12:35 GMT 2024","120","","","","","","/ping",""
"passed","Mon Jul 29 14:12:36 GMT 2024","Mon Jul 29 14:12:36 GMT 2024","22","","","","","","DELETE_post",""
"failed","Mon Jul 29 14:12:36 GMT 2024","Mon Jul 29 14:12:36 GMT 2024","23","","","","","","PATCH_post_failed",""
