"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 29 13:42:08 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","31","","","","","","PATCH_post",""
"passed","Mon Jul 29 13:42:07 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","118","","","","","","/ping",""
"passed","Mon Jul 29 13:42:08 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","26","","","","","","GET_modified_post",""
"passed","Mon Jul 29 13:42:08 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","25","","","","","","PUT_post",""
"failed","Mon Jul 29 13:42:08 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","27","","","","","","PATCH_post_failed",""
"passed","Mon Jul 29 13:42:08 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","24","","","","","","DELETE_post",""
"passed","Mon Jul 29 13:42:08 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","26","","","","","","create_booking_post",""
"passed","Mon Jul 29 13:42:08 GMT 2024","Mon Jul 29 13:42:08 GMT 2024","33","","","","","","auth",""
