"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","80","","","","","","PATCH_post",""
"passed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","65","","","","","","create_booking_post",""
"passed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","71","","","","","","auth",""
"passed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","71","","","","","","DELETE_post",""
"passed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","313","","","","","","/ping",""
"passed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","68","","","","","","GET_modified_post",""
"failed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","64","","","","","","PATCH_post_failed",""
"passed","Mon Sep 12 09:15:17 GMT 2022","Mon Sep 12 09:15:17 GMT 2022","85","","","","","","PUT_post",""
