"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","32","","","","","","auth",""
"failed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","35","","","","","","PATCH_post",""
"failed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","27","","","","","","PATCH_post_failed",""
"passed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","31","","","","","","PUT_post",""
"passed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","137","","","","","","/ping",""
"passed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","27","","","","","","GET_modified_post",""
"passed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","31","","","","","","create_booking_post",""
"passed","Mon Jul 29 13:31:16 GMT 2024","Mon Jul 29 13:31:16 GMT 2024","30","","","","","","DELETE_post",""
