"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Sep 11 18:13:57 GMT 2022","Sun Sep 11 18:13:58 GMT 2022","85","","","","","","PATCH_post",""
"passed","Sun Sep 11 18:13:57 GMT 2022","Sun Sep 11 18:13:57 GMT 2022","63","","","","","","PUT_post",""
"passed","Sun Sep 11 18:13:57 GMT 2022","Sun Sep 11 18:13:57 GMT 2022","67","","","","","","create_booking_post",""
"passed","Sun Sep 11 18:13:57 GMT 2022","Sun Sep 11 18:13:57 GMT 2022","75","","","","","","auth",""
"passed","Sun Sep 11 18:13:58 GMT 2022","Sun Sep 11 18:13:58 GMT 2022","66","","","","","","GET_modified_post",""
"passed","Sun Sep 11 18:13:58 GMT 2022","Sun Sep 11 18:13:58 GMT 2022","69","","","","","","DELETE_post",""
"passed","Sun Sep 11 18:13:57 GMT 2022","Sun Sep 11 18:13:57 GMT 2022","345","","","","","","/ping",""
